source_group,relative_path,file_name,extension,size_mb,readable_type_guess,date_detected_in_name,suggested_phase,notes
UNKNOWN,descargar_datos.py,descargar_datos.py,py,0.001,other,,IGNORE_FOR_NOW,phase1_reason=Archivo no identificado como insumo de datos principal. | can_convert_to_municipio_fecha=NO
CHIRPS,CHIRPS p05 tiff/descargar.py,descargar.py,py,0.007,other,,IGNORE_FOR_NOW,phase1_reason=Archivo no identificado como insumo de datos principal. | can_convert_to_municipio_fecha=NO
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/10/chirps-v2.0.2019.10.15.tif.gz,chirps-v2.0.2019.10.15.tif.gz,tif.gz,2.9799,raster,2019-10-15,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/10/chirps-v2.0.2019.10.16.tif.gz,chirps-v2.0.2019.10.16.tif.gz,tif.gz,3.2271,raster,2019-10-16,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/10/chirps-v2.0.2019.10.17.tif.gz,chirps-v2.0.2019.10.17.tif.gz,tif.gz,2.8907,raster,2019-10-17,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/10/chirps-v2.0.2019.10.18.tif.gz,chirps-v2.0.2019.10.18.tif.gz,tif.gz,2.9618,raster,2019-10-18,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/10/chirps-v2.0.2019.10.19.tif.gz,chirps-v2.0.2019.10.19.tif.gz,tif.gz,3.0703,raster,2019-10-19,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/10/chirps-v2.0.2019.10.20.tif.gz,chirps-v2.0.2019.10.20.tif.gz,tif.gz,3.4209,raster,2019-10-20,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/10/chirps-v2.0.2019.10.21.tif.gz,chirps-v2.0.2019.10.21.tif.gz,tif.gz,3.3214,raster,2019-10-21,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/10/chirps-v2.0.2019.10.22.tif.gz,chirps-v2.0.2019.10.22.tif.gz,tif.gz,3.0847,raster,2019-10-22,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/10/chirps-v2.0.2019.10.23.tif.gz,chirps-v2.0.2019.10.23.tif.gz,tif.gz,2.8544,raster,2019-10-23,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/10/chirps-v2.0.2019.10.24.tif.gz,chirps-v2.0.2019.10.24.tif.gz,tif.gz,3.1161,raster,2019-10-24,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/10/chirps-v2.0.2019.10.25.tif.gz,chirps-v2.0.2019.10.25.tif.gz,tif.gz,3.1185,raster,2019-10-25,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/10/chirps-v2.0.2019.10.26.tif.gz,chirps-v2.0.2019.10.26.tif.gz,tif.gz,3.144,raster,2019-10-26,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/10/chirps-v2.0.2019.10.27.tif.gz,chirps-v2.0.2019.10.27.tif.gz,tif.gz,2.7896,raster,2019-10-27,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/10/chirps-v2.0.2019.10.28.tif.gz,chirps-v2.0.2019.10.28.tif.gz,tif.gz,2.6928,raster,2019-10-28,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/10/chirps-v2.0.2019.10.29.tif.gz,chirps-v2.0.2019.10.29.tif.gz,tif.gz,2.6809,raster,2019-10-29,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/10/chirps-v2.0.2019.10.30.tif.gz,chirps-v2.0.2019.10.30.tif.gz,tif.gz,2.8728,raster,2019-10-30,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/10/chirps-v2.0.2019.10.31.tif.gz,chirps-v2.0.2019.10.31.tif.gz,tif.gz,3.3507,raster,2019-10-31,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.01.tif.gz,chirps-v2.0.2019.11.01.tif.gz,tif.gz,2.9732,raster,2019-11-01,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.02.tif.gz,chirps-v2.0.2019.11.02.tif.gz,tif.gz,2.6223,raster,2019-11-02,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.03.tif.gz,chirps-v2.0.2019.11.03.tif.gz,tif.gz,2.6313,raster,2019-11-03,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.04.tif.gz,chirps-v2.0.2019.11.04.tif.gz,tif.gz,2.4908,raster,2019-11-04,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.05.tif.gz,chirps-v2.0.2019.11.05.tif.gz,tif.gz,2.4158,raster,2019-11-05,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.06.tif.gz,chirps-v2.0.2019.11.06.tif.gz,tif.gz,2.5832,raster,2019-11-06,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.07.tif.gz,chirps-v2.0.2019.11.07.tif.gz,tif.gz,2.7622,raster,2019-11-07,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.08.tif.gz,chirps-v2.0.2019.11.08.tif.gz,tif.gz,2.5512,raster,2019-11-08,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.09.tif.gz,chirps-v2.0.2019.11.09.tif.gz,tif.gz,2.9866,raster,2019-11-09,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.10.tif.gz,chirps-v2.0.2019.11.10.tif.gz,tif.gz,3.1257,raster,2019-11-10,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.11.tif.gz,chirps-v2.0.2019.11.11.tif.gz,tif.gz,10.4606,raster,2019-11-11,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.12.tif.gz,chirps-v2.0.2019.11.12.tif.gz,tif.gz,10.6877,raster,2019-11-12,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.13.tif.gz,chirps-v2.0.2019.11.13.tif.gz,tif.gz,9.8582,raster,2019-11-13,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.14.tif.gz,chirps-v2.0.2019.11.14.tif.gz,tif.gz,10.2227,raster,2019-11-14,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.15.tif.gz,chirps-v2.0.2019.11.15.tif.gz,tif.gz,10.0588,raster,2019-11-15,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.16.tif.gz,chirps-v2.0.2019.11.16.tif.gz,tif.gz,2.9145,raster,2019-11-16,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.17.tif.gz,chirps-v2.0.2019.11.17.tif.gz,tif.gz,3.178,raster,2019-11-17,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.18.tif.gz,chirps-v2.0.2019.11.18.tif.gz,tif.gz,2.8705,raster,2019-11-18,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.19.tif.gz,chirps-v2.0.2019.11.19.tif.gz,tif.gz,3.0441,raster,2019-11-19,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.20.tif.gz,chirps-v2.0.2019.11.20.tif.gz,tif.gz,3.5731,raster,2019-11-20,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.21.tif.gz,chirps-v2.0.2019.11.21.tif.gz,tif.gz,3.5647,raster,2019-11-21,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.22.tif.gz,chirps-v2.0.2019.11.22.tif.gz,tif.gz,3.7503,raster,2019-11-22,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.23.tif.gz,chirps-v2.0.2019.11.23.tif.gz,tif.gz,3.4055,raster,2019-11-23,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.24.tif.gz,chirps-v2.0.2019.11.24.tif.gz,tif.gz,3.2673,raster,2019-11-24,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.25.tif.gz,chirps-v2.0.2019.11.25.tif.gz,tif.gz,3.0079,raster,2019-11-25,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.26.tif.gz,chirps-v2.0.2019.11.26.tif.gz,tif.gz,3.4109,raster,2019-11-26,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.27.tif.gz,chirps-v2.0.2019.11.27.tif.gz,tif.gz,3.8996,raster,2019-11-27,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.28.tif.gz,chirps-v2.0.2019.11.28.tif.gz,tif.gz,3.1835,raster,2019-11-28,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.29.tif.gz,chirps-v2.0.2019.11.29.tif.gz,tif.gz,2.9909,raster,2019-11-29,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/11/chirps-v2.0.2019.11.30.tif.gz,chirps-v2.0.2019.11.30.tif.gz,tif.gz,2.9673,raster,2019-11-30,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/12/chirps-v2.0.2019.12.01.tif.gz,chirps-v2.0.2019.12.01.tif.gz,tif.gz,3.2389,raster,2019-12-01,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/12/chirps-v2.0.2019.12.02.tif.gz,chirps-v2.0.2019.12.02.tif.gz,tif.gz,2.6791,raster,2019-12-02,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/12/chirps-v2.0.2019.12.03.tif.gz,chirps-v2.0.2019.12.03.tif.gz,tif.gz,2.4848,raster,2019-12-03,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/12/chirps-v2.0.2019.12.04.tif.gz,chirps-v2.0.2019.12.04.tif.gz,tif.gz,2.499,raster,2019-12-04,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/12/chirps-v2.0.2019.12.05.tif.gz,chirps-v2.0.2019.12.05.tif.gz,tif.gz,2.5024,raster,2019-12-05,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/12/chirps-v2.0.2019.12.06.tif.gz,chirps-v2.0.2019.12.06.tif.gz,tif.gz,2.5716,raster,2019-12-06,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/12/chirps-v2.0.2019.12.07.tif.gz,chirps-v2.0.2019.12.07.tif.gz,tif.gz,2.6796,raster,2019-12-07,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/12/chirps-v2.0.2019.12.08.tif.gz,chirps-v2.0.2019.12.08.tif.gz,tif.gz,3.323,raster,2019-12-08,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/12/chirps-v2.0.2019.12.09.tif.gz,chirps-v2.0.2019.12.09.tif.gz,tif.gz,3.1836,raster,2019-12-09,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/12/chirps-v2.0.2019.12.10.tif.gz,chirps-v2.0.2019.12.10.tif.gz,tif.gz,3.0719,raster,2019-12-10,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/12/chirps-v2.0.2019.12.11.tif.gz,chirps-v2.0.2019.12.11.tif.gz,tif.gz,3.2778,raster,2019-12-11,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/12/chirps-v2.0.2019.12.12.tif.gz,chirps-v2.0.2019.12.12.tif.gz,tif.gz,3.2726,raster,2019-12-12,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/12/chirps-v2.0.2019.12.13.tif.gz,chirps-v2.0.2019.12.13.tif.gz,tif.gz,3.3579,raster,2019-12-13,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/12/chirps-v2.0.2019.12.14.tif.gz,chirps-v2.0.2019.12.14.tif.gz,tif.gz,3.4229,raster,2019-12-14,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/12/chirps-v2.0.2019.12.15.tif.gz,chirps-v2.0.2019.12.15.tif.gz,tif.gz,3.2449,raster,2019-12-15,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/12/chirps-v2.0.2019.12.16.tif.gz,chirps-v2.0.2019.12.16.tif.gz,tif.gz,3.2844,raster,2019-12-16,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/12/chirps-v2.0.2019.12.17.tif.gz,chirps-v2.0.2019.12.17.tif.gz,tif.gz,3.0836,raster,2019-12-17,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/12/chirps-v2.0.2019.12.18.tif.gz,chirps-v2.0.2019.12.18.tif.gz,tif.gz,2.8301,raster,2019-12-18,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2019/12/chirps-v2.0.2019.12.19.tif.gz,chirps-v2.0.2019.12.19.tif.gz,tif.gz,3.2867,raster,2019-12-19,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
