source_group,relative_path,file_name,extension,size_mb,readable_type_guess,date_detected_in_name,suggested_phase,notes
UNKNOWN,descargar_datos.py,descargar_datos.py,py,0.001,other,,IGNORE_FOR_NOW,phase1_reason=Archivo no identificado como insumo de datos principal. | can_convert_to_municipio_fecha=NO
CHIRPS,CHIRPS p05 tiff/descargar.py,descargar.py,py,0.007,other,,IGNORE_FOR_NOW,phase1_reason=Archivo no identificado como insumo de datos principal. | can_convert_to_municipio_fecha=NO
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.01.tif.gz,chirps-v2.0.2018.01.01.tif.gz,tif.gz,3.0225,raster,2018-01-01,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | raster_meta=compressed_tif_gz (extract required)
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.02.tif.gz,chirps-v2.0.2018.01.02.tif.gz,tif.gz,3.1103,raster,2018-01-02,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | raster_meta=compressed_tif_gz (extract required)
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.03.tif.gz,chirps-v2.0.2018.01.03.tif.gz,tif.gz,3.3222,raster,2018-01-03,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | raster_meta=compressed_tif_gz (extract required)
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.04.tif.gz,chirps-v2.0.2018.01.04.tif.gz,tif.gz,2.9065,raster,2018-01-04,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.05.tif.gz,chirps-v2.0.2018.01.05.tif.gz,tif.gz,2.7482,raster,2018-01-05,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.06.tif.gz,chirps-v2.0.2018.01.06.tif.gz,tif.gz,3.052,raster,2018-01-06,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.07.tif.gz,chirps-v2.0.2018.01.07.tif.gz,tif.gz,2.8886,raster,2018-01-07,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.08.tif.gz,chirps-v2.0.2018.01.08.tif.gz,tif.gz,2.8335,raster,2018-01-08,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.09.tif.gz,chirps-v2.0.2018.01.09.tif.gz,tif.gz,3.1705,raster,2018-01-09,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.10.tif.gz,chirps-v2.0.2018.01.10.tif.gz,tif.gz,3.3294,raster,2018-01-10,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.11.tif.gz,chirps-v2.0.2018.01.11.tif.gz,tif.gz,3.5821,raster,2018-01-11,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.12.tif.gz,chirps-v2.0.2018.01.12.tif.gz,tif.gz,3.6077,raster,2018-01-12,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.13.tif.gz,chirps-v2.0.2018.01.13.tif.gz,tif.gz,3.5902,raster,2018-01-13,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.14.tif.gz,chirps-v2.0.2018.01.14.tif.gz,tif.gz,3.0706,raster,2018-01-14,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.15.tif.gz,chirps-v2.0.2018.01.15.tif.gz,tif.gz,3.3465,raster,2018-01-15,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.16.tif.gz,chirps-v2.0.2018.01.16.tif.gz,tif.gz,3.257,raster,2018-01-16,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.17.tif.gz,chirps-v2.0.2018.01.17.tif.gz,tif.gz,3.2862,raster,2018-01-17,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.18.tif.gz,chirps-v2.0.2018.01.18.tif.gz,tif.gz,3.4733,raster,2018-01-18,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.19.tif.gz,chirps-v2.0.2018.01.19.tif.gz,tif.gz,3.112,raster,2018-01-19,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.20.tif.gz,chirps-v2.0.2018.01.20.tif.gz,tif.gz,3.2357,raster,2018-01-20,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.21.tif.gz,chirps-v2.0.2018.01.21.tif.gz,tif.gz,3.0817,raster,2018-01-21,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.22.tif.gz,chirps-v2.0.2018.01.22.tif.gz,tif.gz,3.3982,raster,2018-01-22,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.23.tif.gz,chirps-v2.0.2018.01.23.tif.gz,tif.gz,3.0217,raster,2018-01-23,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.24.tif.gz,chirps-v2.0.2018.01.24.tif.gz,tif.gz,2.916,raster,2018-01-24,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.25.tif.gz,chirps-v2.0.2018.01.25.tif.gz,tif.gz,3.3529,raster,2018-01-25,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.26.tif.gz,chirps-v2.0.2018.01.26.tif.gz,tif.gz,3.5008,raster,2018-01-26,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.27.tif.gz,chirps-v2.0.2018.01.27.tif.gz,tif.gz,3.4469,raster,2018-01-27,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.28.tif.gz,chirps-v2.0.2018.01.28.tif.gz,tif.gz,3.4269,raster,2018-01-28,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.29.tif.gz,chirps-v2.0.2018.01.29.tif.gz,tif.gz,3.3766,raster,2018-01-29,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.30.tif.gz,chirps-v2.0.2018.01.30.tif.gz,tif.gz,3.4532,raster,2018-01-30,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/01/chirps-v2.0.2018.01.31.tif.gz,chirps-v2.0.2018.01.31.tif.gz,tif.gz,3.3974,raster,2018-01-31,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.01.tif.gz,chirps-v2.0.2018.02.01.tif.gz,tif.gz,3.3633,raster,2018-02-01,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.02.tif.gz,chirps-v2.0.2018.02.02.tif.gz,tif.gz,3.3233,raster,2018-02-02,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.03.tif.gz,chirps-v2.0.2018.02.03.tif.gz,tif.gz,3.6993,raster,2018-02-03,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.04.tif.gz,chirps-v2.0.2018.02.04.tif.gz,tif.gz,3.5114,raster,2018-02-04,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.05.tif.gz,chirps-v2.0.2018.02.05.tif.gz,tif.gz,3.206,raster,2018-02-05,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.06.tif.gz,chirps-v2.0.2018.02.06.tif.gz,tif.gz,3.0803,raster,2018-02-06,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.07.tif.gz,chirps-v2.0.2018.02.07.tif.gz,tif.gz,3.3963,raster,2018-02-07,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.08.tif.gz,chirps-v2.0.2018.02.08.tif.gz,tif.gz,3.2678,raster,2018-02-08,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.09.tif.gz,chirps-v2.0.2018.02.09.tif.gz,tif.gz,3.6126,raster,2018-02-09,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.10.tif.gz,chirps-v2.0.2018.02.10.tif.gz,tif.gz,3.8014,raster,2018-02-10,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.11.tif.gz,chirps-v2.0.2018.02.11.tif.gz,tif.gz,3.7173,raster,2018-02-11,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.12.tif.gz,chirps-v2.0.2018.02.12.tif.gz,tif.gz,3.3815,raster,2018-02-12,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.13.tif.gz,chirps-v2.0.2018.02.13.tif.gz,tif.gz,3.5895,raster,2018-02-13,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.14.tif.gz,chirps-v2.0.2018.02.14.tif.gz,tif.gz,3.6422,raster,2018-02-14,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.15.tif.gz,chirps-v2.0.2018.02.15.tif.gz,tif.gz,3.7604,raster,2018-02-15,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.16.tif.gz,chirps-v2.0.2018.02.16.tif.gz,tif.gz,4.0636,raster,2018-02-16,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.17.tif.gz,chirps-v2.0.2018.02.17.tif.gz,tif.gz,4.2412,raster,2018-02-17,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.18.tif.gz,chirps-v2.0.2018.02.18.tif.gz,tif.gz,4.1338,raster,2018-02-18,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.19.tif.gz,chirps-v2.0.2018.02.19.tif.gz,tif.gz,4.0483,raster,2018-02-19,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.20.tif.gz,chirps-v2.0.2018.02.20.tif.gz,tif.gz,4.0126,raster,2018-02-20,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.21.tif.gz,chirps-v2.0.2018.02.21.tif.gz,tif.gz,3.6202,raster,2018-02-21,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.22.tif.gz,chirps-v2.0.2018.02.22.tif.gz,tif.gz,3.5183,raster,2018-02-22,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.23.tif.gz,chirps-v2.0.2018.02.23.tif.gz,tif.gz,3.6991,raster,2018-02-23,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.24.tif.gz,chirps-v2.0.2018.02.24.tif.gz,tif.gz,3.9145,raster,2018-02-24,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.25.tif.gz,chirps-v2.0.2018.02.25.tif.gz,tif.gz,4.2819,raster,2018-02-25,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.26.tif.gz,chirps-v2.0.2018.02.26.tif.gz,tif.gz,3.917,raster,2018-02-26,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.27.tif.gz,chirps-v2.0.2018.02.27.tif.gz,tif.gz,3.5545,raster,2018-02-27,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/02/chirps-v2.0.2018.02.28.tif.gz,chirps-v2.0.2018.02.28.tif.gz,tif.gz,3.9395,raster,2018-02-28,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/03/chirps-v2.0.2018.03.01.tif.gz,chirps-v2.0.2018.03.01.tif.gz,tif.gz,4.2469,raster,2018-03-01,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/03/chirps-v2.0.2018.03.02.tif.gz,chirps-v2.0.2018.03.02.tif.gz,tif.gz,4.0864,raster,2018-03-02,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/03/chirps-v2.0.2018.03.03.tif.gz,chirps-v2.0.2018.03.03.tif.gz,tif.gz,4.2033,raster,2018-03-03,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/03/chirps-v2.0.2018.03.04.tif.gz,chirps-v2.0.2018.03.04.tif.gz,tif.gz,3.9183,raster,2018-03-04,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/03/chirps-v2.0.2018.03.05.tif.gz,chirps-v2.0.2018.03.05.tif.gz,tif.gz,3.9652,raster,2018-03-05,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/03/chirps-v2.0.2018.03.06.tif.gz,chirps-v2.0.2018.03.06.tif.gz,tif.gz,3.7379,raster,2018-03-06,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
CHIRPS,CHIRPS p05 tiff/chirps_p05/2018/03/chirps-v2.0.2018.03.07.tif.gz,chirps-v2.0.2018.03.07.tif.gz,tif.gz,3.4499,raster,2018-03-07,TOO_HEAVY_FOR_PHASE1_NOTEBOOK,phase1_reason=Raster pesado; mejor preprocesar fuera del notebook y convertir a municipio-fecha. | can_convert_to_municipio_fecha=YES | inspection_skipped=limit_reached(3) for source/type
